Date,Open,Close
,BTC-USD,BTC-USD
2025-01-01,93425.1015625,94419.7578125
2025-01-02,94416.2890625,96886.875
2025-01-03,96881.7265625,98107.4296875
2025-01-04,98106.9921875,98236.2265625
2025-01-05,98233.90625,98314.9609375
2025-01-06,98314.953125,102078.0859375
2025-01-07,102248.8515625,96922.703125
2025-01-08,96924.1640625,95043.5234375
2025-01-09,95043.484375,92484.0390625
2025-01-10,92494.4921875,94701.453125
2025-01-11,94700.8359375,94566.59375
2025-01-12,94565.7265625,94488.4375
2025-01-13,94488.890625,94516.5234375
2025-01-14,94519.0078125,96534.046875
2025-01-15,96534.046875,100504.4921875
2025-01-16,100505.296875,99756.90625
2025-01-17,100025.765625,104462.0390625
2025-01-18,104124.953125,104408.0703125
2025-01-19,104411.2890625,101089.609375
2025-01-20,101083.75,102016.6640625
2025-01-21,102052.578125,106146.265625
2025-01-22,106136.3828125,103653.0703125
2025-01-23,103657.671875,103960.171875
2025-01-24,103965.671875,104819.484375
2025-01-25,104824.03125,104714.6484375
2025-01-26,104713.2109375,102682.5
2025-01-27,102680.3046875,102087.6875
2025-01-28,102095.4140625,101332.4765625
2025-01-29,101317.5234375,103703.2109375
2025-01-30,103709.3359375,104735.3046875
2025-01-31,104737.5625,102405.0234375
2025-02-01,102402.796875,100655.90625
2025-02-02,100661.5390625,97688.9765625
2025-02-03,97681.1015625,101405.421875
2025-02-04,101398.71875,97871.8203125
2025-02-05,97878.0078125,96615.4453125
2025-02-06,96610.640625,96593.296875
2025-02-07,96581.3203125,96529.0859375
2025-02-08,96533.2578125,96482.453125
2025-02-09,96481.3125,96500.09375
2025-02-10,96499.4609375,97437.5546875
2025-02-11,97438.1328125,95747.4296875
2025-02-12,95745.6953125,97885.859375
2025-02-13,97888.75,96623.8671875
2025-02-14,96623.3671875,97508.96875
2025-02-15,97508.3828125,97580.3515625
2025-02-16,97580.4921875,96175.03125
2025-02-17,96179.0078125,95773.3828125
2025-02-18,95773.8125,95539.546875
2025-02-19,95532.53125,96635.609375
2025-02-20,96632.6796875,98333.9375
2025-02-21,98340.671875,96125.546875
2025-02-22,96134.203125,96577.7578125
2025-02-23,96577.8046875,96273.921875
2025-02-24,96277.9609375,91418.171875
2025-02-25,91437.1171875,88736.171875
2025-02-26,88638.890625,84347.0234375
2025-02-27,84076.859375,84704.2265625
2025-02-28,84705.625,84373.0078125
2025-03-01,84373.8671875,86031.9140625
2025-03-02,86036.2578125,94248.3515625
2025-03-03,94248.421875,86065.671875
2025-03-04,86064.0703125,87222.1953125
2025-03-05,87222.953125,90623.5625
2025-03-06,90622.359375,89961.7265625
2025-03-07,89963.28125,86742.671875
2025-03-08,86742.65625,86154.59375
2025-03-09,86154.3046875,80601.0390625
2025-03-10,80597.1484375,78532.0
2025-03-11,78523.875,82862.2109375
2025-03-12,82857.375,83722.359375
2025-03-13,83724.921875,81066.703125
2025-03-14,81066.9921875,83969.1015625
2025-03-15,83968.40625,84343.109375
2025-03-16,84333.3203125,82579.6875
2025-03-17,82576.3359375,84075.6875
2025-03-18,84075.71875,82718.5
2025-03-19,82718.8046875,86854.2265625
2025-03-20,86872.953125,84167.1953125
2025-03-21,84164.5390625,84043.2421875
2025-03-22,84046.2578125,83832.484375
2025-03-23,83831.8984375,86054.375
2025-03-24,86070.9296875,87498.9140625
2025-03-25,87512.8203125,87471.703125
2025-03-26,87460.234375,86900.8828125
2025-03-27,86896.2578125,87177.1015625
2025-03-28,87185.234375,84353.1484375
2025-03-29,84352.0703125,82597.5859375
2025-03-30,82596.984375,82334.5234375
2025-03-31,82336.0625,82548.9140625
2025-04-01,82551.921875,85169.171875
2025-04-02,85180.609375,82485.7109375
2025-04-03,82487.4765625,83102.828125
2025-04-04,83100.25,83843.8046875
2025-04-05,83844.703125,83504.796875
2025-04-06,83504.5078125,78214.484375
2025-04-07,78221.3359375,79235.3359375
2025-04-08,79218.4765625,76271.953125
2025-04-09,76273.5625,82573.953125
2025-04-10,82565.9765625,79626.140625
2025-04-11,79625.046875,83404.8359375
2025-04-12,83404.515625,85287.109375
2025-04-13,85279.46875,83684.9765625
2025-04-14,83694.5234375,84542.390625
2025-04-15,84539.6953125,83668.9921875
2025-04-16,83674.5078125,84033.8671875
2025-04-17,84030.671875,84895.75
2025-04-18,84900.1875,84450.8046875
2025-04-19,84450.8671875,85063.4140625
2025-04-20,85066.0703125,85174.3046875
2025-04-21,85171.5390625,87518.90625
2025-04-22,87521.875,93441.890625
2025-04-23,93427.5859375,93699.109375
2025-04-24,93692.3984375,93943.796875
2025-04-25,93954.25,94720.5
2025-04-26,94714.6484375,94646.9296875
2025-04-27,94660.90625,93754.84375
2025-04-28,93755.3046875,94978.75
2025-04-29,94981.859375,94284.7890625
2025-04-30,94286.46875,94207.3125
2025-05-01,94212.859375,96492.3359375
2025-05-02,96494.96875,96910.0703125
2025-05-03,96904.6328125,95891.796875
2025-05-04,95877.1875,94315.9765625
2025-05-05,94319.5625,94748.0546875
2025-05-06,94748.3828125,96802.4765625
2025-05-07,96800.1953125,97032.3203125
2025-05-08,97034.25,103241.4609375
2025-05-09,103239.125,102970.8515625
2025-05-10,102973.7109375,104696.328125
2025-05-11,104701.0703125,104106.359375
2025-05-12,104106.9609375,102812.953125
2025-05-13,102812.4921875,104169.8125
2025-05-14,104167.328125,103539.4140625
2025-05-15,103538.828125,103744.640625
2025-05-16,103735.65625,103489.2890625
2025-05-17,103489.2890625,103191.0859375
2025-05-18,103186.953125,106446.0078125
2025-05-19,106430.53125,105606.1796875
2025-05-20,105605.40625,106791.0859375
2025-05-21,106791.3125,109678.078125
2025-05-22,109673.4921875,111673.28125
2025-05-23,111679.359375,107287.796875
2025-05-24,107278.5078125,107791.15625
2025-05-25,107802.2734375,109035.390625
2025-05-26,109023.78125,109440.3671875
2025-05-27,109440.40625,108994.640625
2025-05-28,108992.171875,107802.328125
2025-05-29,107795.5703125,105641.7578125
2025-05-30,105646.2109375,103998.5703125
2025-05-31,103994.71875,104638.09375
2025-06-01,104637.296875,105652.1015625
2025-06-02,105649.8125,105881.53125
2025-06-03,105888.4765625,105432.46875
2025-06-04,105434.3671875,104731.984375
2025-06-05,104750.78125,101575.953125
2025-06-06,101574.3671875,104390.34375
2025-06-07,104390.6484375,105615.625
2025-06-08,105617.5078125,105793.6484375
2025-06-09,105793.0234375,110294.1015625
2025-06-10,110295.6875,110257.234375
2025-06-11,110261.796875,108686.625
2025-06-12,108685.9140625,105929.0546875
2025-06-13,105924.59375,106090.96875
2025-06-14,106108.0859375,105472.40625
2025-06-15,105464.84375,105552.0234375
2025-06-16,105555.59375,106796.7578125
2025-06-17,106794.1171875,104601.1171875
2025-06-18,104602.0703125,104883.328125
2025-06-19,104886.7734375,104684.2890625
2025-06-20,104681.03125,103309.6015625
2025-06-21,103315.078125,102257.40625
2025-06-22,102212.03125,100987.140625
2025-06-23,100987.4765625,105577.7734375
2025-06-24,105571.515625,106045.6328125
2025-06-25,106047.40625,107361.2578125
2025-06-26,107375.0703125,106960.0
2025-06-27,106954.921875,107088.4296875
2025-06-28,107090.546875,107327.703125
2025-06-29,107327.8203125,108385.5703125
2025-06-30,108383.4375,107135.3359375
2025-07-01,107144.3828125,105698.28125
2025-07-02,105703.1015625,108859.3203125
2025-07-03,108845.015625,109647.9765625
2025-07-04,109635.65625,108034.3359375
2025-07-05,108015.8359375,108231.1796875
2025-07-06,108231.1875,109232.0703125
2025-07-07,109235.328125,108299.8515625
2025-07-08,108298.2265625,108950.2734375
2025-07-09,108950.2734375,111326.5546875
2025-07-10,111329.1953125,115987.203125
2025-07-11,115986.234375,117516.9921875
2025-07-12,117530.7109375,117435.2265625
2025-07-13,117432.203125,119116.1171875
2025-07-14,119115.7890625,119849.703125
2025-07-15,119853.8515625,117777.1875
2025-07-16,117777.1875,118738.5078125
2025-07-17,118738.5078125,119289.84375
2025-07-18,119284.109375,118003.2265625
2025-07-19,117998.125,117939.9765625
2025-07-20,117944.109375,117300.7890625
2025-07-21,117306.46875,117439.5390625
2025-07-22,117426.5,119995.4140625
2025-07-23,119997.4453125,118754.9609375
2025-07-24,118770.984375,118368.0
2025-07-25,118368.0,117635.8828125
2025-07-26,117644.84375,117947.3671875
2025-07-27,117944.7265625,119448.4921875
2025-07-28,119457.5234375,117924.4765625
2025-07-29,117938.5859375,117922.1484375
2025-07-30,117921.9921875,117831.1875
2025-07-31,117833.6328125,115758.203125
2025-08-01,115738.953125,113320.0859375
2025-08-02,113320.390625,112526.9140625
2025-08-03,112525.8046875,114217.671875
2025-08-04,114223.921875,115071.8828125
2025-08-05,115072.1875,114141.4453125
2025-08-06,114140.9140625,115028.0
2025-08-07,115030.0546875,117496.8984375
2025-08-08,117505.5,116688.7265625
2025-08-09,116678.2734375,116500.359375
2025-08-10,116497.71875,119306.7578125
2025-08-11,119306.8125,118731.4453125
2025-08-12,118717.6640625,120172.90625
2025-08-13,120168.9765625,123344.0625
2025-08-14,123339.3984375,118359.578125
2025-08-15,118365.78125,117398.3515625
2025-08-16,117398.421875,117491.3515625
2025-08-17,117492.7890625,117453.0625
2025-08-18,117453.90625,116252.3125
2025-08-19,116241.859375,112831.1796875
2025-08-20,112828.0234375,114274.7421875
2025-08-21,114275.6875,112419.03125
2025-08-22,112433.734375,116874.0859375
2025-08-23,116866.3671875,115374.328125
2025-08-24,115387.390625,113458.4296875
2025-08-25,113456.8984375,110124.3515625
2025-08-26,110124.1015625,111802.65625
2025-08-27,111795.7109375,111222.0625
2025-08-28,111219.0546875,112544.8046875
2025-08-29,112550.5234375,108410.8359375
2025-08-30,108409.40625,108808.0703125
2025-08-31,108818.4609375,108236.7109375
2025-09-01,108228.75,109250.59375
2025-09-02,109243.0703125,111200.5859375
2025-09-03,111190.6953125,111723.2109375
2025-09-04,111718.1484375,110723.6015625
2025-09-05,110723.015625,110650.984375
2025-09-06,110650.5703125,110224.6953125
2025-09-07,110221.328125,111167.6171875
2025-09-08,111163.015625,112071.4296875
2025-09-09,112077.578125,111530.546875
2025-09-10,111531.25,113955.359375
2025-09-11,113961.4296875,115507.5390625
2025-09-12,115507.7890625,116101.578125
2025-09-13,116093.5625,115950.5078125
2025-09-14,115950.2890625,115407.65625
2025-09-15,115399.6328125,115444.875
2025-09-16,115423.7578125,116843.1875
2025-09-17,116840.5078125,116468.5078125
2025-09-18,116461.265625,117137.203125
2025-09-19,117137.671875,115688.859375
2025-09-20,115691.125,115721.9609375
2025-09-21,115730.2265625,115306.09375
2025-09-22,115309.21875,112748.5078125
2025-09-23,112757.4765625,112014.5
2025-09-24,112007.6640625,113328.6328125
2025-09-25,113330.1640625,109049.2890625
2025-09-26,109041.296875,109712.828125
2025-09-27,109707.140625,109681.9453125
2025-09-28,109681.9453125,112122.640625
2025-09-29,112117.875,114400.3828125
2025-09-30,114396.5234375,114056.0859375
